example_id,customer_tweet_id,customer_text,gold_intent,predicted_intent,gold_escalate,predicted_escalate,similarity,draft_reply,reason,evidence_1,system,reply_correct,reply_helpful,reply_grounded,reply_safe,escalation_appropriate,judge_notes
205,2141649,@AppleSupport why have most of purchased songs  disappeared from my purchase in itunes,app_store_billing,app_store_billing,True,True,0.4786161583196993,@445137 Let's look into this further. Send us a DM &amp; we'll continue there. https://t.co/GDrqU22YpT,Sensitive account or payment issue - LR classifier flagged.,@AppleSupport Yep I purchase them on iTunes,our_agent,,,,,,
206,1201134,@115858 you guys are really starting to piss me off b/ I was told I would have it back w/in 5-7 days. Still nothing &amp; I need it 4 work! 😡,ios_software_bug,ios_software_bug,False,False,0.484523583684447,@485861 We have an article that can help with that: https://t.co/xU1AGHStV6,"LR intent=ios_software_bug (conf=0.58), evidence is clear.",You’re really starting to piss me off. @115858 https://t.co/wnoJFGOaIS,our_agent,,,,,,
207,1281452,.@AppleSupport I’m all done with pre-ordering for my #iPhonex upgrade tomorrow. Q is do I still have to get up at 3:01 EST to do it online?,ios_software_bug,ios_software_bug,True,True,0.4265357949252423,@489012 Our Online Store support will be happy to answer your ordering questions: https://t.co/8yjRd1Xo0i,LR confidence low (0.30) or intent unclear.,"@AppleSupport Does pre-ordering an iPhone X mean up-front payment when pre-ordering, or payment only on delivery / collection? Thanks.",our_agent,,,,,,
208,2293887,@AppleSupport I’m fairly sure that when typing the letter “I” this “I️” shouldn’t come up? Plenty of people are having this issue on iOS https://t.co/y6DnEIUKQ4,ios_software_bug,ios_software_bug,False,False,0.3362743963003842,@458596 We'd be happy to help. Send us a DM to get started. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.95), evidence is clear.",@AppleSupport please help me with the typing of the letter I️!,our_agent,,,,,,
209,1147042,"Yo @115858 @AppleSupport , iOS 11.0.3 is crippling my IPhone 6s. Pretty sure I’m not the only one. Please fix with update ASAP!!!",ios_software_bug,ios_software_bug,False,False,0.4708311114722942,@588132 We'll be more than happy to look into this with you. Can you DM us some details about the issue? We can continue there. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=1.00), evidence is clear.","Yo, @AppleSupport. You see the problem here? Pretty sure I️ am not the only one.",our_agent,,,,,,
210,157770,@AppleSupport Hello. How can I have the old swipe from the right bar? The new one does not add value to my work. Also: is there any way I can hide the new dock?,how_to_settings,how_to_settings,False,True,0.3132570635457397,@284967 Swiping to the right should pull up the Notification Center. What country are you located in? Let us know in a DM to continue. https://t.co/GDrqU22YpT,LR confidence low (0.28) or intent unclear.,"@AppleSupport Swipe right? No, nothing. Swipe left: camera",our_agent,,,,,,
211,1368534,@115858 YALL FINNA OWE ME SOME MONEY IF YALL DONT FIX THIS UPDATE IMMEDIATELY I CANT USE MY CAMERA NO MORE OR MY FLASHLIGHT YALL GOT ME FUCKED UP,ios_software_bug,ios_software_bug,False,False,0.508747525454231,@517739 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ,"LR intent=ios_software_bug (conf=0.76), evidence is clear.",@115858 IF YALL DONT FIX THIS SHIT https://t.co/LT6TXlIaiw,our_agent,,,,,,
212,2284994,"@AppleSupport I am unable to login to https://t.co/UGOhMiMDl8

Same on https://t.co/Tcccp65Jwd and https://t.co/VtJjpwM40M connect. PLEASE HELP! https://t.co/Ir6XwhVsla",account_access_security,account_access_security,True,True,0.6042960077459432,@259397 We want to get infront of this with you. Here's a link to DM us. https://t.co/GDrqU22YpT,Sensitive account or payment issue - LR classifier flagged.,@AppleSupport links: https://t.co/sipCCTDc0Z https://t.co/cl3YwLnRao https://t.co/Pg3m7ceL6G https://t.co/D6Xcdhbhr7 https://t.co/AvqnLkR646,our_agent,,,,,,
213,1117131,@AppleSupport Why is my iPhone SE not finding the iOS11 update? Says iOS 10.3.2 your software is up to date. I am not using ios beta as well,ios_software_bug,ios_software_bug,False,False,0.5506171416380922,@769304 We've received your DM. Look for our response there.,"LR intent=ios_software_bug (conf=1.00), evidence is clear.",@AppleSupport I have an iPhone SE and am still using iOS 10.3.3 because when I check for an update it says my software is up to date. Help,our_agent,,,,,,
214,2773147,@AppleSupport why it this showing up every time I️ type in “I️” https://t.co/yuMlHNjeLd,ios_software_bug,ios_software_bug,False,False,0.5977292254048658,@449738 Send us a DM with the exact iOS version and we'll go from there. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.55), evidence is clear.",@AppleSupport Every time I️ type I️ it give me i https://t.co/9U6dBC8xxB,our_agent,,,,,,
215,907432,So pissed off with my phone @AppleSupport sort it out,ios_software_bug,ios_software_bug,False,False,0.5268250250089406,@286742 We’d be glad to help get your calls working again. At this point can you check all the steps on this page? https://t.co/5KootZbxj1,"LR intent=ios_software_bug (conf=0.64), evidence is clear.",@286743 @AppleSupport sort it out,our_agent,,,,,,
216,663903,"@115858 We have a problem. MBP Touch Bar, High Sierra. https://t.co/etdAXlfCne",ios_software_bug,ios_software_bug,False,False,0.4522523639373237,@578722 Certainly not what we want you to experience. Please DM us which model of MacBook you're using. We'd love to help. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.45), evidence is clear.",@AppleSupport after update High Sierra 😥😥 https://t.co/5lM97rghWn,our_agent,,,,,,
217,1859716,@AppleSupport Yes 🍎,ios_software_bug,ios_software_bug,True,True,1.0,@174245 Thanks for letting us know. Join us in DM with the exact version of iOS 11 running on your device. We can continue there. https://t.co/GDrqU22YpT,LR confidence low (0.28) or intent unclear.,@AppleSupport Yes 😭,our_agent,,,,,,
218,1338884,@AppleSupport This started when I upgraded to iOS 11. Current version iOS 11.0.3 iPhone 6s.,ios_software_bug,ios_software_bug,False,False,0.5789351674282586,@567886 Thank you for that information.  Does the iPhone see the heahhones when attempting to pair?  DM us back. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=1.00), evidence is clear.","@AppleSupport 
Current version iOS 11.0.3",our_agent,,,,,,
219,2308718,"So my iPhone has been a nightmare since the update. Try to review things or look at accounts and end up deleting and unfollowing in addition to all of the other problems. This is bullshit, @115858",ios_software_bug,ios_software_bug,False,False,0.3355654103181557,"@690157 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6","LR intent=ios_software_bug (conf=0.93), evidence is clear.",Wtf is this I️ bullshit @AppleSupport,our_agent,,,,,,
220,1419131,"Picked up my laptop from @115858 and not only do I find out on day of pick up that all my data is deleted, THE LAPTOP IS EVEN MORE BROKEN.",ios_software_bug,ios_software_bug,True,True,0.4535825564124765,@197980  We’d love to help. What is happening with your laptop? Let us know to continue.,LR confidence low (0.23) or intent unclear.,I just want my laptop back 😭😭😭 @AppleSupport https://t.co/9a5aED0lvJ,our_agent,,,,,,
221,107358,"@AppleSupport ok... woke up yesterday and my podcast app had changed AGAIN. My subscriptions disappeared, and when it restored all my new subs were gone. Also the Listen Now is in NO order whatsoever. How can I get my old app back? https://t.co/aemWLxGmmE",app_service_issue,app_service_issue,False,False,0.2741463046398773,@125503 We'd be happy to continue together. Send us a DM to determine if this download issue happens in all apps or only in Podcasts. https://t.co/GDrqU22YpT,"LR intent=app_service_issue (conf=0.96), evidence is clear.",@AppleSupport There’s at least one podcast in my queue which will have been trying to download since Sunday - please put the old app back,our_agent,,,,,,
222,2450947,@AppleSupport having problems with iphone switching off and the lock screen freezing and going blank and now it’s got worse since the update,ios_software_bug,ios_software_bug,False,False,0.3651992172242484,@442649 Thanks for letting us know. Reach out to us in DM and we will certainly help to get this resolved. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.63), evidence is clear.",@AppleSupport Still having the same problems 👍🏼,our_agent,,,,,,
223,410514,"@AppleSupport FYI: iTunes 12.7.  When importing a CD,  album name and tracks 100% success. But “Get Album Artwork” fails about 90% of times",ios_software_bug,ios_software_bug,True,True,0.4078880439790177,@135026 We appreciate you reaching out to us. Please use this link to provide us feedback: https://t.co/J46COPJzUo,LR confidence low (0.26) or intent unclear.,I hate how the album artwork is so tiny now 🙄 @115858 https://t.co/B3ltDckhQd,our_agent,,,,,,
224,644978,@AppleSupport Hi I got this text message but it doesn’t look genuine? https://t.co/ia7Ui3c8H7,account_access_security,account_access_security,True,True,0.5079837199006727,"@708169 Your account security is very important to us. To get help identifying this text, please review: https://t.co/LNMCdqt6fD Skip to the section 'If you receive a phishing email or text message.' https://t.co/GDrqU22YpT",Sensitive account or payment issue - LR classifier flagged.,@AppleSupport hi got a text message supposedly from you saying my accounts been disabled.  If this a phishing text?,our_agent,,,,,,
225,242863,@AppleSupport And I had the same issue with my last iPhone too,ios_software_bug,ios_software_bug,True,True,0.9648465365855932,@379509 We'd love to look into these concerns you have with the Maps app. What's the iOS version installed on your device? Send us a DM. https://t.co/GDrqU22YpT,LR confidence low (0.29) or intent unclear.,@379507 @AppleSupport Same issue here. iPhone 7+,our_agent,,,,,,
226,1241150,"@AppleSupport since upgrading to iOS 11 on my iPhone SE, I’ve had phone freezes, app crashes, non responsive screens, is this fixable?",ios_software_bug,ios_software_bug,False,False,0.3628280486819412,@359417 Thank you. Is the Twitter app up-to-date (App Store &gt; Updates)?,"LR intent=ios_software_bug (conf=1.00), evidence is clear.","@AppleSupport iphone SE, ever since i’ve updated to iOS 11",our_agent,,,,,,
227,1233643,"@AppleSupport Please fix the ridiculous landscape keyboard in iOS11. Also, the msgs don’t scroll up all the way in portrait mode. https://t.co/JnMEKz3qlE",ios_software_bug,ios_software_bug,False,False,0.424283756352717,@190824 We're glad you reached out. Which iOS version are you running? What happens when you try to use Portrait mode?,"LR intent=ios_software_bug (conf=0.98), evidence is clear.",@AppleSupport I have a iPhone 7 but no Portrait Mode ?! https://t.co/8Oy50pFzBz,our_agent,,,,,,
228,184419,"@AppleSupport, I’m sick of not being able to type the word “I”",ios_software_bug,ios_software_bug,False,False,0.68173698460089,@632628 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"LR intent=ios_software_bug (conf=0.71), evidence is clear.","hey @115858- we’re all sick of not being able to type the letter after h 

get your shit together",our_agent,,,,,,
229,2122509,@AppleSupport When I was using my Spotify. Only few days ago I’ve updated to iOS 11.1,ios_software_bug,ios_software_bug,False,False,0.6296026882448712,@174561 Do you experience the issue with the Apple Music app as well?,"LR intent=ios_software_bug (conf=1.00), evidence is clear.",@AppleSupport i’m using spotify,our_agent,,,,,,
230,1455396,@115858 fix this problem with typing I️ and sending these damn lines.... messing my work emails all up 🤯🤬🤯🤬,ios_software_bug,ios_software_bug,False,False,0.380632829774549,@602623 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.51), evidence is clear.",@115858 get it together and fix this I️ problem,our_agent,,,,,,
231,1606785,Hey @AppleSupport .... Sup with the WEIRD symbol when you type an “I”???? #apple #iOS11 #dafaq,ios_software_bug,ios_software_bug,False,False,0.5774907487779316,@330178 We'd like to help. DM us what country or region you're located in. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.98), evidence is clear.",@AppleSupport sup w this? https://t.co/BM9ASoKwCx,our_agent,,,,,,
232,1930581,@AppleSupport just punched my computer really hard and it has a dent now this is happening how do i fix https://t.co/N5RnPpJ3CQ,hardware_accessory,hardware_accessory,False,False,0.4327803314897058,@591565 Send us a DM telling us which iPhone you have and the iOS version it's running. We'll look into this further together. https://t.co/GDrqU22YpT,"LR intent=hardware_accessory (conf=0.96), evidence is clear.",@AppleSupport : I️ ⬅️ why is that happening ??? fix it,our_agent,,,,,,
233,2002203,"Lol @AppleSupport fix this... I'm tired of getting messages with random symbols. 

https://t.co/8scobO6enK",app_service_issue,app_service_issue,False,False,0.3945995789059093,@515467 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"LR intent=app_service_issue (conf=0.67), evidence is clear.",@AppleSupport what’s going on with the random symbols with the letter I️,our_agent,,,,,,
234,1482951,"Hey @115858, y’all ever gonna put updates out that stop breaking my hotspot?",ios_software_bug,ios_software_bug,False,False,0.4430624459102086,@526436 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"LR intent=ios_software_bug (conf=0.95), evidence is clear.",I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ hey @115858 y’all gonna fix this or not?,our_agent,,,,,,
235,2571393,"@AppleSupport Why can’t I receive calls, I can hear the ringtone but I can’t see who’s calling? 😕",ios_software_bug,ios_software_bug,True,False,0.6806237789434703,@718005 Check out this article for steps to take if you not able to make or receive calls: https://t.co/U53YusKX3z,"LR intent=ios_software_bug (conf=0.45), evidence is clear.",@AppleSupport can’t call anyone or receive calls 🙄,our_agent,,,,,,
236,2445179,Since this last update I’m lucky if my phone lives for 3 hours.....? @115858 @AppleSupport,ios_software_bug,ios_software_bug,False,False,0.381499216624757,"@618637 We want to help you. DM us, and we'll help you get your new iPhone working. https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=0.97), evidence is clear.","Hey, it failed! Lucky me. @115858",our_agent,,,,,,
237,1984166,@AppleSupport my home button on my iPhone 7 hasn’t been acting right. I haven’t dropped it &amp; I haven’t spilled anything on it. What’s wrong,ios_software_bug,ios_software_bug,True,True,0.3987817740711616,"@557448 We have a guide for help with buttons, which you can see here: https://t.co/45AlFnF6Ae Send us a DM if we can help further. https://t.co/GDrqU22YpT",LR confidence low (0.28) or intent unclear.,@115858 @AppleSupport I have a stiff home button on my iPhone - any tips? Thank you!,our_agent,,,,,,
238,1372477,"@AppleSupport iPhone 8 Plus lags ever since 11.1 update, anyway to fix that?",ios_software_bug,ios_software_bug,False,False,0.5823217420263871,"@316649 We want to make sure you get the help you need. To continue, send us a Direct Message here: https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=1.00), evidence is clear.",@AppleSupport It is iPhone 6 Plus,our_agent,,,,,,
239,2772634,"@AppleSupport my daughters iPhone 6s is stuck in headphone mode. I’ve turned it off and back on, it’s not in do not disturb mode... please help",hardware_accessory,hardware_accessory,False,False,0.4687173595327454,@272895 We'd like to look into this further with you. Could you please send us a DM so we can continue? https://t.co/GDrqU22YpT,"LR intent=hardware_accessory (conf=0.96), evidence is clear.",@AppleSupport it’s back to not working again. it’s stuck on headphone mode 😩,our_agent,,,,,,
240,1587386,@917 @115858 when I️ type the letter “I️” why do these characters appear? This started happening after I️ updated to iOS 11.1 https://t.co/KmiRSjobT0,ios_software_bug,ios_software_bug,False,False,0.4724258181504505,@560554 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=1.00), evidence is clear.",@AppleSupport so why can’t I type the letter after U !!,our_agent,,,,,,
241,1931442,About to throw my @115858 iPhone out the window. How is it suddenly so horrible since this new iOS came out?,ios_software_bug,ios_software_bug,False,False,0.2928053880968094,@342983 Which iPhone and iOS version are you using?,"LR intent=ios_software_bug (conf=0.95), evidence is clear.",@AppleSupport I’ve never had any of these issues until this new iOS came out. I absolutely hate it.,our_agent,,,,,,
242,15712,"Hey @AppleSupport, what is going on with the “I️” key in iOS 11.1. When you press it, it defaults to a weird character and skips spaces. https://t.co/36PUW31SdN",ios_software_bug,ios_software_bug,False,False,0.3800519251791119,@589868 We'd like to look into this with you. Send us a DM including the iOS version installed. We'll go from there. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.97), evidence is clear.","Hey @AppleSupport, what’s going on??? #newiOS https://t.co/tAfEq2AeGn",our_agent,,,,,,
243,2341745,@AppleSupport No,how_to_settings,how_to_settings,False,False,1.0,@298757 Thanks! We look forward to working with you there.,"LR intent=how_to_settings (conf=0.68), evidence is clear.",@AppleSupport Done!,our_agent,,,,,,
244,752446,"@AppleSupport So, a HEVC endcoded video won’t airplay the video track to Apple TV 3rd gen?! Just the audio track?!? Why?!?!",ios_software_bug,ios_software_bug,True,True,0.5035010538281336,"@322676 We want to help.  For assistance with your Apple TV, reach out to us here:   https://t.co/IBIY3vMgPj",LR confidence low (0.26) or intent unclear.,@AppleSupport hi could you clarify compatibility of Apple TV  3rd gen with iPhone 5s?,our_agent,,,,,,
245,1924464,"@572830 I️ don’t know what the deal is, but I’m pissed... @115858 https://t.co/ODP0kWdpa6",ios_software_bug,ios_software_bug,True,True,0.6108682595347954,@626091 We want to help. We just need more details. What is not working on your phone?,LR confidence low (0.35) or intent unclear.,@AppleSupport I️ don’t even know,our_agent,,,,,,
246,1928416,@AppleSupport guys why does my keyboard keep disappearing from my screen on my iPad!?!? #bugfixneeded,ios_software_bug,ios_software_bug,False,False,0.2717156924049672,"@775120 Hey, just to verify, have you updated the iOS to the latest version, 11.1.2, yet? If not, let's back up and update to see if that helps. Here's an article to help you with the backup: https://t.co/4f8hwT5to6","LR intent=ios_software_bug (conf=0.98), evidence is clear.",@106707 @115858 why does my keyboard glitch out when ℹ️ type the letter I️. Are you guys fixing this?,our_agent,,,,,,
247,2439800,@AppleSupport It is set to mirror my iPhone,ios_software_bug,ios_software_bug,True,True,0.7201262358408294,@184056 Try changing the Auto-Lock to a shorter amount of time. Let us know if that helps when your iPhone is in your pocket.,LR confidence low (0.34) or intent unclear.,@AppleSupport It’s set to never,our_agent,,,,,,
248,1070131,@AppleSupport Why is my Macbook screen starting to look like this? https://t.co/MR3WQL1BDo,hardware_accessory,hardware_accessory,False,False,0.5502674635812373,"@711532 That issue has been fixed. If your I’s are still getting auto-corrected to question marks in a box when you type, that would mean you're still using an old version of software on your device. Get your device up to date in Settings &gt; General &gt; Software Update.","LR intent=hardware_accessory (conf=0.96), evidence is clear.",@115858 can you fix the heinous “I️” issue because it’s starting to look like I’m typing in Windings via @115890,our_agent,,,,,,
249,1694912,@143288 @AppleSupport @115858 Network issue needs to be fixed. 4G/LtE not working properly after upgrading to iOS 11 in 6s models.,connectivity_network,connectivity_network,False,False,0.4024643548523302,@779805 Are you still having isssues? Let us know and we can help out.,"LR intent=connectivity_network (conf=0.97), evidence is clear.",@AppleSupport Network issue. No worries.,our_agent,,,,,,
250,1709304,"@AppleSupport I can’t see if I have apps that need to be updated, what going on? I’m on iOS11.1 https://t.co/XMRSnaua1m",ios_software_bug,ios_software_bug,False,False,0.5192015839513996,"@560511 Thanks so much for reaching out to us this evening. We'd be happy to look into this. To start, send us a DM. https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=1.00), evidence is clear.",Hey @AppleSupport what is going on? 😞 #iOS11 https://t.co/gqYihkz8GM,our_agent,,,,,,
